env,h,model,split,metric,p25,p50,p75,iqr,n_chuoi,n_loai,n_dong_dung,n_dong_test
E3,6,naive,test,mase,1.3815355835305874,1.4844202205694677,1.5774947438434206,0.1959591603128332,497,1,169209,169209
E3,6,naive,test,r2,0.1895962572334864,0.2855839298578277,0.5936796121223067,0.4040833548888203,497,1,169209,169209
E3,6,ma6,test,mae,5.4812972212261855,5.908679851405509,6.384683759036873,0.9033865378106878,497,1,169209,169209
E3,6,ma6,test,rmse,7.26243755726358,7.851596735704417,9.204468858349063,1.9420313010854828,497,1,169209,169209
E3,6,ma6,test,smape,12.49783881924162,14.517608269728196,16.83996098122448,4.342122161982859,497,1,169209,169209
E3,6,ma6,test,mase,1.2526205994525772,1.3534966856096435,1.4627846208211637,0.2101640213685864,497,1,169209,169209
E3,6,ma6,test,r2,0.347081900291284,0.4289665463293419,0.568991822050126,0.2219099217588419,497,1,169209,169209
E3,6,seasonal,test,mae,7.024329594225878,7.764345332953728,11.671995187269554,4.647665593043675,497,1,168484,169209
E3,6,seasonal,test,rmse,8.865107120010862,9.862350790804824,17.902632271175264,9.037525151164402,497,1,168484,169209
E3,6,seasonal,test,smape,16.902860686812616,21.089289288175564,27.11602446748972,10.213163780677103,497,1,168484,169209
E3,6,seasonal,test,mase,1.6260141826412449,1.747159670533888,2.778717298373658,1.1527031157324132,497,1,168484,169209
E3,6,seasonal,test,r2,-0.4029470328288373,-0.0176332393607621,0.1615029953915355,0.5644500282203729,497,1,168484,169209
E3,6,lr,test,mae,5.253856663710556,5.632613709852007,6.46297098769301,1.2091143239824549,497,1,169209,169209
E3,6,lr,test,rmse,6.942705439018287,7.432878267902643,9.01684474983196,2.074139310813674,497,1,169209,169209
E3,6,lr,test,smape,12.594585309506032,14.216189556343693,16.79297561583387,4.198390306327839,497,1,169209,169209
E3,6,lr,test,mase,1.1993989881833964,1.3140489995402846,1.503335136505674,0.3039361483222775,497,1,169209,169209
E3,6,lr,test,r2,0.4028125873041106,0.4768307382685047,0.5742534469515932,0.1714408596474825,497,1,169209,169209
E3,6,ridge,test,mae,5.253099882588353,5.632114278350038,6.462798392218633,1.2096985096302797,497,1,169209,169209
E3,6,ridge,test,rmse,6.942697786560837,7.432249840853434,9.017896706313346,2.075198919752509,497,1,169209,169209
E3,6,ridge,test,smape,12.594787631065,14.21605146135516,16.791652599732373,4.196864968667374,497,1,169209,169209
E3,6,ridge,test,mase,1.199408413847964,1.31405095820079,1.5034173178072157,0.3040089039592517,497,1,169209,169209
